epoch,train_loss,val_loss,val_macro_f1,val_micro_f1,val_auc_pr
1,0.20957834701707115,0.20492883227647296,0.0,0.0,0.09750771072492903
2,0.20078440442848117,0.19676219802054148,0.0034999999999999996,0.010057471264367816,0.11402595577306465
3,0.1991267371088711,0.193154347439607,0.0011267605633802818,0.0028922631959508315,0.1167214067426173
4,0.1979420724700191,0.1959997448656294,0.0,0.0,0.1066060742475074
5,0.1973681892198858,0.19454624314629843,0.00047058823529411766,0.0014684287812041115,0.11138224173528943
6,0.19701315033068853,0.1997778389662031,0.0,0.0,0.11291944806696119
